Description,Data.Sugar Total,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Fat.Saturated Fat
"CEREALS RTE,MALT-O-MEAL,RAISIN BRAN CRL",30.29999924,76.9,13.5,361,0.476
"CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL",35.40000153,80.0,4.800000191,443,1.84
"CEREALS RTE,MALT-O-MEAL,FARINA HOT WHEAT CRL,DRY",0.699999988,74.3,3.900000095,362,0.306
"CEREALS RTE,MALT-O-MEAL,MAPLE & BRWN SGR HOT WHT CRL,DRY",35.59999847,84.5,3.099999905,377,0.19
"CEREALS RTE,MALT-O-MEAL,HI FIBER BRAN FLAKES",19.5,80.8,14.89999962,388,0.588
"CEREALS RTE,MALT-O-MEAL,HONEY NUT TOASTY O'S CRL",38.72999954,81.53,5.599999905,390,0.435
"CEREALS RTE,MALT-O-MEAL,PUFFED RICE CRL",0.800000012,90.2,1.0,401,0.297
"CEREALS RTE,MALT-O-MEAL,APPL ZINGS",42.90000153,87.3,2.799999952,395,0.447
"CEREALS RTE,MALT-O-MEAL,CINN TOASTERS",34.79999924,79.1,4.699999809,431,1.67
"CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES",45.20000076,89.4,1.200000048,402,2.43
"CEREALS RTE,MALT-O-MEAL,CORN FLAKES",7.800000191,87.7,2.900000095,380,0.09
"CEREALS RTE,MALT-O-MEAL,FRSTD WHL WHEAT CRL",17.89999962,82.9,10.5,388,0.393
"CEREALS RTE,MALT-O-MEAL,FRUITY DYNO-BITES",42.59999847,90.1,1.0,404,0.64
"CEREALS RTE,NATURE'S PATH,OPTIMUM",29.09000015,73.37,18.20000076,345,0.0
"CEREALS RTE,NATURE'S PATH,OPTIMUM SLIM",18.18000031,69.09,20.0,327,0.0
"CEREALS RTE,RALSTON ENR BRAN FLAKES",17.17000008,79.77,16.89999962,310,0.433
"CEREALS RTE,RALSTON CORN BISCUITS",9.510000229,85.79,2.599999905,367,0.193
"CEREALS RTE,RALSTON CORN FLAKES",7.840000153,88.01,2.700000048,357,0.227
"CEREALS RTE,RALSTON CRISPY HEXAGONS",9.569999695,86.78,1.5,379,0.263
"CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS)",10.35000038,86.85,1.399999976,378,0.26
"CEREALS RTE,USDA CMDTY RICE CRISPS (INCLUDES ALL  BRANDS)",8.350000381,86.04,0.699999988,381,0.355
MILK & CRL BAR,45.97000122,72.05,0.400000006,413,9.114
"CEREALS,MALT-O-MEAL,PLN,PREP W/ H2O,WO/ SALT",0.129999995,8.72,0.5,42,0.035
"CEREALS,MALT-O-MEAL,CHOC,PREP W/ H2O,WO/ SALT",2.809999943,9.22,0.5,44,0.054
"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",50.0,88.04,3.299999952,400,0.0
"CEREALS RTE,GENERAL MILLS,FRSTD CHEX",33.33000183,89.26,0.0,367,0.317
"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,TRIPLE BERRY",29.09000015,81.16,8.600000381,382,0.91
"CEREALS RTE,GENERAL MILLS,PNUT BUTTER COOKIE CRISP",43.33000183,76.01,3.299999952,433,1.67
"CEREALS RTE,GENERAL MILLS MILLS PNUT BUTTER TOAST CRUNCH",43.33000183,76.0,3.299999952,433,1.67
"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN YOGURT BITES",13.0,78.8,18.0,342,3.0
"CEREALS RTE,KELLOGG,BERRY RICE KRISPIES",31.0,88.0,0.300000012,382,0.3
"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ",11.0,83.0,3.400000095,406,1.1
"CEREALS RTE,KELLOGG,CRAN-VANILLA CRUNCH",33.0,86.0,4.699999809,373,1.3
"CEREALS RTE,KELLOGG,EGGO CRUNCH CRL,MAPLE FLAV",40.0,83.0,5.900000095,376,1.5
"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE VANILLA",24.0,83.0,9.600000381,346,0.3
"CEREALS RTE,KELLOGG,MARSHMLLW FROOT LOOPS,RAINBOW BREEZE",53.0,89.0,1.5,390,1.3
"CEREALS RTE,KELLOGG,ROBOTS",38.0,86.0,2.799999952,388,0.5
"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART,ORIGINAL",28.0,79.0,8.899999619,366,0.7
"CEREALS RTE,KELLOGG,SMART START HEALTHY HEART, BRN SUGAR",28.0,79.0,8.5,367,0.7
"CEREALS RTE,KELLOGG,SMORZ",43.0,83.0,2.5,406,1.8
"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",33.0,86.0,4.699999809,381,1.5
"CEREALS RTE,KELLOGG,SPONGEBOB SQUAREPANTS",42.0,87.0,2.0,395,0.8
"CEREALS RTE,KELLOGG,STAR WARS",43.0,84.0,5.300000191,375,0.4
"CEREALS RTE,KELLOGG,TIGER POWER",25.5,71.0,8.399999619,350,0.3
"CEREALS RTE,KELLOGG,TSTD HONEY CRUNCH",32.0,86.0,3.900000095,388,0.8
"CEREALS RTE,KELLOGG,MINI SWIRLZ FUDGE RIPPLE",41.0,84.0,3.099999905,391,1.0
"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES BY KELLOGG",8.600000381,81.8,11.30000019,350,0.4
"CEREALS RTE,KASHI,HEART TO HEART,WILD BLUEBERRY",22.0,76.0,7.0,370,0.9
"CEREALS RTE,KASHI ORGANIC PROMISE CINN HARVEST",16.5,81.0,10.30000019,340,0.4
"CEREALS RTE,KASHI MIGHTY BITES,CINN CRL",16.0,70.0,9.0,356,0.8
"CEREALS RTE,KASHI MIGHTY BITES,HONEY CRUNCH CRL",17.0,69.0,9.0,353,0.8
"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE STRAWBERRY",23.5,83.0,9.600000381,347,0.3
"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND",28.0,83.0,5.599999905,384,0.6
"CEREALS,RTE,KRAFT,POST SELECTS CRANBERRY ALMOND CRUNCH",25.88999939,79.06,6.0,386,0.0
"CEREALS RTE,QUAKER,TSTD OATMEAL SUPREME CRL,STRAWBERRY MANGO",26.61000061,80.72,6.400000095,383,1.43
RICE & WHEAT CRL BAR,31.79999924,72.73,1.799999952,409,0.0
"CEREALS RTE,QUAKER,PNUT BUTTER CHOCOLATEY CRUNCH CRL",32.52999878,79.4,2.900000095,415,3.38
"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL",23.76000023,80.39,5.599999905,383,1.27
"CEREALS RTE,QUAKER,QUAKER HONEY GRAHAM LIFE CRL",23.12000084,78.56,6.300000191,373,0.77
"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",44.06999969,85.27,2.5,401,3.87
"CEREALS RTE,QUAKER,QUAKER LIFE VANILLA YOGURT CRUNCH CRL",22.09000015,77.59,6.400000095,382,1.92
"CEREALS RTE,QUAKER,SUPERMAN LIFE CRL",23.87999916,79.19,6.0,373,0.74
"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST",33.33000183,81.75,6.699999809,400,1.667
"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS",24.5,76.9,6.0,422,3.5
"CEREAL WAFER STRAWS,KELLOGG,APPL JACKS CRL STRAWS",40.0,78.4,0.0,439,5.8
"CEREAL WAFER STRAWS,KELLOGG,FROOT LOOPS CRL STRAWS",38.59999847,78.4,0.0,438,5.9
"CEREALS RTE,KELLOGG'S MINI-WHEATS FRSTD STRAWBERRY DELIGHT",23.5,83.0,9.600000381,347,0.3
"CEREALS RTE,KELLOGG,MINI SWIRLZ PNUT BUTTER CRL",38.0,75.0,3.900000095,437,2.8
"CEREAL WAFER STRAWS,KELLOGG,COCOA KRISPIES CRL STRAWS",39.0,77.2,1.5,439,6.3
"CEREALS RTE,KASHI GO LN CRUNCH!,HONEY ALMOND FLAX",23.0,67.0,16.20000076,381,0.7
"CEREALS,KASHI GO LN HOT CRL,HEARTY HONEY & CINN,DRY",15.0,63.0,19.39999962,362,1.0
"CEREALS,KASHI,KASHI GO LN HOT CRL,TRULY VANILLA,DRY",18.0,65.0,12.80000019,362,0.7
"CEREALS RTE,KASHI GRANOLA,COCOA BEACH CRL",19.79999924,61.0,12.69999981,410,3.2
"CEREALS RTE,KASHI GRANOLA,ORCHARD SPICE CRL",20.0,67.0,11.39999962,403,1.7
"CEREALS RTE,KASHI GRANOLA,SMMR BERRY CRL",17.0,66.6,12.39999962,390,1.6
"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL",22.0,66.5,11.5,397,2.1
"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",5.0,81.0,11.69999981,356,0.6
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,APPL CINN,DRY",28.0,78.0,11.39999962,374,1.0
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,MAPLE,DRY",27.0,77.0,11.60000038,376,1.0
"CEREALS,KASHI HEART TO HEART,INST OATMEAL,RAISIN SPICE,DRY",38.0,77.0,10.10000038,354,1.0
"ACEROLA,(WEST INDIAN CHERRY),RAW",0.0,7.69,1.100000024,32,0.068
"ACEROLA JUICE,RAW",4.5,4.8,0.300000012,23,0.068
"APPLES,RAW,WITH SKIN",10.39000034,13.81,2.400000095,52,0.028
"APPLES,RAW,WITHOUT SKIN",10.10000038,12.76,1.299999952,48,0.021
"APPLES,RAW,WO/SKN,CKD,BLD",11.01000023,13.64,2.400000095,53,0.058
"APPLES,RAW,WO/ SKN,CKD,MICROWAVE",11.60999966,14.41,2.799999952,56,0.068
"APPLES,CND,SWTND,SLICED,DRND,UNHTD",15.0,16.7,1.700000048,67,0.08
"APPLES,CND,SWTND,SLICED,DRND,HTD",14.84000015,16.84,2.0,67,0.07
"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD",81.12999725,93.53,12.39999962,346,0.095
"APPLES,DEHYD (LO MOIST),SULFURED,STWD",0.0,19.91,2.599999905,74,0.02
"APPLES,DRIED,SULFURED,UNCKD",57.18999863,65.89,8.699999809,243,0.052
"APPLES,DRIED,SULFURED,STWD,WO/ SUGAR",13.31999969,15.32,2.0,57,0.012
"APPLES,DRIED,SULFURED,STWD,W/ SUGAR",0.0,20.73,1.899999976,83,0.011
"APPLES,FRZ,UNSWTND,UNHTD",0.0,12.31,1.899999976,48,0.053
"APPLES,FRZ,UNSWTND,HTD",0.0,12.0,1.899999976,47,0.053
"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",9.619999886,11.3,0.200000003,46,0.022
"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,WO/ VIT C",38.83000183,41.0,0.400000006,166,0.06
"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",10.93000031,11.54,0.100000001,47,0.018
"APPLESAUCE,CND,UNSWTND,WO/ADDED VIT C (INCLUDES USDA COMMOD)",9.390000343,11.27,1.100000024,42,0.008
"APPLESAUCE,CND,SWTND,WO/ SALT (INCLUDES USDA COMMODITY)",14.67000008,17.49,1.200000048,68,0.03
"APRICOTS,RAW",9.239999771,11.12,2.0,48,0.027
"APRICOTS,CND,H2O PK,W/SKN,SOL&LIQUIDS",4.789999962,6.39,1.600000024,27,0.011
"APRICOTS,CND,H2O PK,WO/SKN,SOL&LIQUIDS",0.0,5.48,1.100000024,22,0.002
"APRICOTS,CND,JUC PK,W/SKN,SOL&LIQUIDS",10.73999977,12.34,1.600000024,48,0.003
"APRICOTS,CND,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS",0.0,12.5,1.600000024,49,0.007
"APRICOTS,CND,LT SYRUP PK,W/SKN,SOL&LIQUIDS",14.89000034,16.49,1.600000024,63,0.003
"APRICOTS,CND,HVY SYRUP PK,W/SKN,SOL&LIQUIDS",19.87000084,21.47,1.600000024,83,0.005
"APRICOTS,CND,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",0.0,21.45,1.600000024,83,0.006
"APRICOTS,CND,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",0.0,24.85,1.600000024,96,0.003
"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",0.0,82.89,0.0,320,0.043
"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,STWD",0.0,32.62,0.0,126,0.017
"APRICOTS,DRIED,SULFURED,UNCKD",53.43999863,62.64,7.300000191,241,0.017
"APRICOTS,DRIED,SULFURED,STWD,WO/ SUGAR",19.56999969,22.15,2.599999905,85,0.006
"APRICOTS,DRIED,SULFURED,STWD,W/ SUGAR",0.0,29.26,4.099999905,113,0.01
"APRICOTS,FROZEN,SWEETENED",0.0,25.1,2.200000048,98,0.007
"APRICOT NECTAR,CND,WO/ VIT C",13.78999996,14.39,0.600000024,56,0.006
"AVOCADOS,RAW,ALL COMM VAR",0.660000026,8.53,6.699999809,160,2.126
"AVOCADOS,RAW,CALIFORNIA",0.300000012,8.64,6.800000191,167,2.126
"AVOCADOS,RAW,FLORIDA",2.420000076,7.82,5.599999905,120,1.96
"BANANAS,RAW",12.22999954,22.84,2.599999905,89,0.112
"BANANAS,DEHYD,OR BANANA PDR",47.29999924,88.28,9.899999619,346,0.698
"BLACKBERRIES,RAW",4.880000114,9.61,5.300000191,43,0.014
"BLACKBERRY JUC,CND",7.699999809,7.8,0.100000001,38,0.018
"BLACKBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",19.70000076,23.1,3.400000095,92,0.005
"BLACKBERRIES,FRZ,UNSWTND",10.67000008,15.67,5.0,64,0.015
"BLUEBERRIES,RAW",9.960000038,14.49,2.400000095,57,0.028
"BLUEBERRIES,CND,HVY SYRUP,SOL&LIQUIDS",20.45999908,22.06,1.600000024,88,0.027
"BLUEBERRIES,WILD,FRZ",0.0,13.85,4.400000095,51,0.03
"BLUEBERRIES,FRZ,UNSWTND",8.449999809,12.17,2.700000048,51,0.053
"BLUEBERRIES,FRZ,SWTND",19.71999931,21.95,2.200000048,81,0.011
"BOYSENBERRIES,CND,HVY SYRUP",0.0,22.31,2.599999905,88,0.004
"BOYSENBERRIES,FRZ,UNSWTND",6.889999866,12.19,5.300000191,50,0.009
"BREADFRUIT,RAW",11.0,27.12,4.900000095,103,0.048
"CARAMBOLA,(STARFRUIT),RAW",3.980000019,6.73,2.799999952,31,0.019
"CARISSA,(NATAL-PLUM),RAW",0.0,13.63,0.0,62,0.0
"CHERIMOYA,RAW",0.0,17.7,2.299999952,74,0.0
"CHERRIES,SOUR,RED,RAW",8.489999771,12.18,1.600000024,50,0.068
"CHERRIES,SOUR,RED,CND,H2O PK,SOL&LIQUIDS (INCL USDA CMDTY)",7.599999905,8.94,1.100000024,36,0.023
"CHERRIES,SOUR,RED,CND,LT SYRUP PK,SOL&LIQUIDS",0.0,19.3,0.800000012,75,0.022
"CHERRIES,SOUR,RED,CND,HVY SYRUP PK,SOL&LIQUIDS",22.17000008,23.27,1.100000024,91,0.021
"CHERRIES,SOUR,RED,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.0,29.23,0.800000012,114,0.021
"CHERRIES,SOUR,RED,FRZ,UNSWTND",9.020000458,11.02,1.600000024,46,0.1
"CHERRIES,SWEET,RAW",12.81999969,16.01,2.099999905,63,0.038
"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS",10.26000023,11.76,1.5,46,0.028
"CHERRIES,SWT,CND,JUC PK,SOL&LIQUIDS",12.31000042,13.81,1.5,54,0.004
"CHERRIES,SWT,CND,LT SYRUP PK,SOL&LIQUIDS",15.78999996,17.29,1.5,67,0.034
"CHERRIES,SWT,CND,PITTED,HVY SYRUP PK,SOL & LIQUIDS",16.18000031,21.27,1.399999976,83,0.034
"CHERRIES,SWT,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.0,26.23,1.5,102,0.033
"CHERRIES,SWT,FRZ,SWTND",20.26000023,22.36,2.099999905,89,0.03
"CRABAPPLES,RAW",0.0,19.95,0.0,76,0.048
"CRANBERRIES,RAW",4.039999962,12.2,4.599999905,46,0.011
"CRANBERRIES,DRIED,SWTND",65.0,82.36,5.699999809,308,0.103
"CRANBERRY SAU,CND,SWTND",37.90000153,38.9,1.0,151,0.013
"CRANBERRY-ORANGE RELISH,CND",0.0,46.2,0.0,178,0.012
"CURRANTS,EUROPEAN BLACK,RAW",0.0,15.38,0.0,63,0.034
"CURRANTS,RED&WHITE,RAW",7.369999886,13.8,4.300000191,56,0.017
"CURRANTS,ZANTE,DRIED",67.27999878,74.08,6.800000191,283,0.028
"CUSTARD-APPLE,(BULLOCK'S-HEART),RAW",0.0,25.2,2.400000095,101,0.231
"DATES,DEGLET NOOR",63.34999847,75.03,8.0,282,0.032
"ELDERBERRIES,RAW",0.0,18.4,7.0,73,0.023
"FIGS,RAW",16.26000023,19.18,2.900000095,74,0.06
"FIGS,CND,H2O PK,SOL&LIQUIDS",11.78999996,13.99,2.200000048,53,0.02
"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",16.14999962,17.95,1.799999952,69,0.02
"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",20.70000076,22.9,2.200000048,88,0.02
"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",0.0,27.86,0.0,107,0.02
"FIGS,DRIED,UNCOOKED",47.91999817,63.87,9.800000191,249,0.144
"FIGS,DRIED,STEWED",23.35000038,27.57,4.199999809,107,0.062
"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",7.510000229,8.51,1.0,32,0.006
"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",10.85999966,11.86,1.0,46,0.001
"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",0.0,11.63,1.100000024,45,0.01
"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS",13.93000031,14.93,1.0,57,0.01
"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",17.90999985,18.91,1.0,73,0.01
"FRUIT COCKTAIL,CND,EX HVY SYRUP,SOL&LIQUIDS",0.0,22.89,1.100000024,88,0.01
"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",0.0,7.87,1.0,30,0.009
"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",0.0,13.05,1.0,50,0.004
"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",0.0,15.14,1.0,58,0.009
"FRUIT SALAD,CND,HVY SYRUP,SOL&LIQUIDS",18.11000061,19.11,1.0,73,0.01
"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",0.0,22.77,1.0,88,0.009
"GOOSEBERRIES,RAW",0.0,10.18,4.300000191,44,0.038
"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",0.0,18.75,2.400000095,73,0.013
"GRAPEFRUIT,RAW,PINK&RED&WHITE,ALL AREAS",6.980000019,8.08,1.100000024,32,0.014
"GRAPEFRUIT,RAW,PINK&RED,ALL AREAS",6.889999866,10.66,1.600000024,42,0.021
"GRAPEFRUIT,RAW,PINK&RED,CALIFORNIA&ARIZONA",0.0,9.69,0.0,37,0.014
"GRAPEFRUIT,RAW,PINK & RED,FLORIDA",0.0,7.5,1.100000024,30,0.014
"GRAPEFRUIT,RAW,WHITE,ALL AREAS",7.309999943,8.41,1.100000024,33,0.014
"GRAPEFRUIT,RAW,WHITE,CALIFORNIA",0.0,9.09,0.0,37,0.014
"GRAPEFRUIT,RAW,WHITE,FLORIDA",0.0,8.19,0.0,32,0.014
"GRAPEFRUIT,SECTIONS,CND,H2O PK,SOL&LIQUIDS",8.75,9.15,0.400000006,36,0.014
"GRAPEFRUIT,SECTIONS,CND,JUC PK,SOL&LIQUIDS",8.800000191,9.21,0.400000006,37,0.012
"GRAPEFRUIT,SECTIONS,CND,LT SYRUP PK,SOL&LIQUIDS",15.03999996,15.44,0.400000006,60,0.014
"GRAPEFRUIT JUC,WHITE,CND,UNSWTND",8.859999657,8.96,0.100000001,38,0.013
"GRAPEFRUIT JUC,WHITE,CND,SWTND",11.02999973,11.13,0.100000001,46,0.012
"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,UNDIL",34.15999985,34.56,0.400000006,146,0.064
"GRAPEFRUIT JUC,WHITE,FRZ CONC,UNSWTND,DIL W/ 3 VOLUME H2O",9.630000114,9.73,0.100000001,41,0.019
"GRAPEFRUIT JUC,WHITE,RAW",9.100000381,9.2,0.100000001,39,0.014
"GRAPE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",14.19999981,14.77,0.200000003,60,0.025
"GRAPES,AMERICAN TYPE (SLIP SKN),RAW",16.25,17.15,0.899999976,67,0.114
"GRAPES,RED OR GRN (EURO TYPE,SUCH AS THOMPSON SEEDLESS),RAW",15.47999954,18.1,0.899999976,69,0.054
"GRAPES,CND,THOMPSON SEEDLESS,H2O PK,SOL&LIQUIDS",9.699999809,10.3,0.600000024,40,0.035
"GRAPES,CND,THOMPSON SEEDLESS,HVY SYRUP PK,SOL&LIQUIDS",19.04999924,19.65,0.600000024,76,0.033
"GRAPE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",14.19999981,14.77,0.200000003,60,0.025
"GRAPE JUC COCKTAIL,FRZ CONC,UNDIL,W/ ADDED VIT C",44.06999969,44.37,0.300000012,179,0.103
"GRAPE JUC COCKTAIL,FRZ CONC,DIL W/ 3 VOL H2O,W/ ADDED VIT C",12.64999962,12.75,0.100000001,51,0.029
"GROUNDCHERRIES,(CAPE-GOOSEBERRIES OR POHA),RAW",0.0,11.2,0.0,53,0.0
"GUAVAS,COMMON,RAW",8.920000076,14.32,5.400000095,68,0.272
"GUAVAS,STRAWBERRY,RAW",0.0,17.36,5.400000095,69,0.172
"GUAVA SAUCE,COOKED",5.880000114,9.48,3.599999905,36,0.04
"JACKFRUIT,RAW",0.0,24.01,1.600000024,94,0.063
"JAVA-PLUM,(JAMBOLAN),RAW",0.0,15.56,0.0,60,0.0
"JUJUBE,RAW",0.0,20.23,0.0,79,0.0
"JUJUBE,DRIED",0.0,73.6,0.0,287,0.0
"KIWI FRUIT,(CHINESE GOOSEBERRIES),FRSH,RAW",8.989999771,14.66,3.0,61,0.029
"KUMQUATS,RAW",9.359999657,15.9,6.5,71,0.103
"LEMONS,RAW,WITHOUT PEEL",2.5,9.32,2.799999952,29,0.039
"LEMONS,RAW,WITH PEEL",0.0,10.7,4.699999809,20,0.039
"LEMON JUICE,RAW",2.400000095,8.63,0.400000006,25,0.0
"LEMON JUC,CND OR BTLD",2.400000095,6.48,0.400000006,21,0.038
"LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH",2.400000095,6.5,0.400000006,22,0.043
"LEMON PEEL,RAW",4.170000076,16.0,10.60000038,47,0.039
"LIMES,RAW",1.690000057,10.54,2.799999952,30,0.022
"LIME JUICE,RAW",1.690000057,8.42,0.400000006,25,0.008
"LIME JUC,CND OR BTLD,UNSWTND",1.370000005,6.69,0.400000006,21,0.026
"LITCHIS,RAW",15.22999954,16.53,1.299999952,66,0.099
"LITCHIS,DRIED",66.09999847,70.7,4.599999905,277,0.27
"LOGANBERRIES,FROZEN",7.699999809,13.02,5.300000191,55,0.011
"LONGANS,RAW",0.0,15.14,1.100000024,60,0.0
"LONGANS,DRIED",0.0,74.0,0.0,286,0.0
"LOQUATS,RAW",0.0,12.14,1.700000048,47,0.04
"MAMMY-APPLE,(MAMEY),RAW",0.0,12.5,3.0,51,0.136
"MANGOS,RAW",14.80000019,17.0,1.799999952,65,0.066
"MANGOSTEEN,CND,SYRUP PK",0.0,17.91,1.799999952,73,0.0
"MELONS,CANTALOUPE,RAW",7.860000134,8.16,0.899999976,34,0.051
"MELONS,CASABA,RAW",5.690000057,6.58,0.899999976,28,0.025
"MELONS,HONEYDEW,RAW",8.119999886,9.09,0.800000012,36,0.038
"MELON BALLS,FROZEN",0.0,7.94,0.699999988,33,0.064
"FRUIT,MXD,(PEACH&PEAR&PNAPPL),CND,HVY SYRUP,SOL&LIQUIDS",0.0,18.76,1.0,72,0.014
"FRUIT,MXD,(PRUNE&APRICOT&PEAR),DRIED",0.0,64.06,7.800000191,243,0.04
"FRUIT,MXD,(PCH, CHER-SWT & SR, RASPB, GRAPE, BOYS),FRZ,SWTND",0.0,24.23,1.899999976,98,0.025
"MULBERRIES,RAW",8.100000381,9.8,1.700000048,43,0.027
"NECTARINES,RAW",7.889999866,10.55,1.700000048,44,0.025
"OHELOBERRIES,RAW",0.0,6.84,0.0,28,0.0
"OLIVES,RIPE,CND (SMALL-EXTRA LRG)",0.0,6.26,3.200000048,115,1.415
"OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)",0.0,5.61,2.5,81,0.909
"OLIVES,PICKLED,CND OR BTLD,GRN",0.540000021,3.84,3.299999952,145,2.029
"ORANGES,RAW,ALL COMM VAR",9.350000381,11.75,2.400000095,47,0.015
"ORANGES,RAW,CALIFORNIA,VALENCIAS",0.0,11.89,2.5,49,0.035
"ORANGES,RAW,NAVELS",8.5,12.54,2.200000048,49,0.017
"ORANGES,RAW,FLORIDA",9.140000343,11.54,2.400000095,46,0.025
"ORANGES,RAW,WITH PEEL",0.0,15.5,4.5,63,0.035
"ORANGE JUICE,RAW",8.399999619,10.4,0.200000003,45,0.024
"ORANGE JUC,CND,UNSWTND",8.760000229,11.01,0.300000012,47,0.018
"ORANGE JUC,CHILLED,INCL FROM CONC",0.0,10.19,0.200000003,44,0.014
"ORANGE JUC,CHILLED,INCL FROM CONC,FORT W/ CA & VITAMIN D",0.0,10.06,0.200000003,44,0.029
"ORANGE JUC,FRZ CONC,UNSWTND,UNDIL",37.36999893,38.17,0.800000012,159,0.024
"ORANGE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",8.399999619,10.78,0.200000003,45,0.007
"ORANGE PEEL,RAW",0.0,25.0,10.60000038,97,0.024
"ORANGE-GRAPEFRUIT JUC,CND,UNSWTND",10.18000031,10.28,0.100000001,43,0.011
"TANGERINES,(MANDARIN ORANGES),RAW",10.57999992,13.34,1.799999952,53,0.039
"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",8.869999886,9.57,0.699999988,37,0.003
"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK",15.48999977,16.19,0.699999988,61,0.012
"TANGERINE JUICE,RAW",9.899999619,10.1,0.200000003,43,0.024
"TANGERINE JUC,CND,SWTND",11.80000019,12.0,0.200000003,50,0.013
"TANGERINE JUC,FRZ CONC,SWTND,UNDIL",0.0,38.85,0.600000024,161,0.026
"TANGERINE JUC,FRZ CONC,SWTND,DIL W/3 VOLUME H2O",0.0,11.06,0.0,46,0.007
"PAPAYAS,RAW",5.900000095,9.81,1.799999952,39,0.043
"PAPAYA NECTAR,CANNED",13.90999985,14.51,0.600000024,57,0.047
"PASSION-FRUIT,(GRANADILLA),PURPLE,RAW",11.19999981,23.38,10.39999962,97,0.059
"PASSION-FRUIT JUC,PURPLE,RAW",13.39999962,13.6,0.200000003,51,0.004
"PASSION-FRUIT JUC,YEL,RAW",14.25,14.45,0.200000003,60,0.015
"PEACHES,RAW",8.390000343,9.54,1.5,39,0.019
"PEACHES,CND,H2O PK,SOL&LIQUIDS",4.809999943,6.11,1.299999952,24,0.006
"PEACHES,CND,JUC PK,SOL&LIQUIDS",10.27000046,11.57,1.299999952,44,0.004
"PEACHES,CND,EX LT SYRUP,SOL&LIQUIDS",0.0,11.1,1.0,42,0.011
"PEACHES,CND,LT SYRUP PK,SOL&LIQUIDS",13.25,14.55,1.299999952,54,0.003
"PEACHES,CND,HVY SYRUP PK,SOL&LIQUIDS",18.63999939,19.94,1.299999952,74,0.01
