Description,Data.Sugar Total,Data.Carbohydrate,Data.Fiber,Data.Kilocalories,Data.Fat.Saturated Fat
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",2.730000019,24.07,11.10000038,582,5.219
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT",3.109999895,22.89,10.60000038,592,7.068
"SUNFLOWER SD KRNLS,TSTD,WO/SALT",0.0,20.59,11.5,619,5.953
"SUNFLOWER SD BUTTER,WO/SALT",0.0,27.42,0.0,579,5.002
"SUNFLOWER SD FLR,PART DEFATTED",0.0,35.83,5.199999809,326,0.138
"ACORNS,RAW",0.0,40.75,0.0,387,3.102
"ACORNS,DRIED",0.0,53.66,0.0,509,4.084
"ACORN FLOUR,FULL FAT",0.0,54.65,0.0,501,3.923
ALMONDS,3.890000105,21.67,12.19999981,575,3.731
"ALMONDS,BLANCHED",4.960000038,19.94,10.39999962,581,3.89
"ALMONDS,DRY RSTD,WO/SALT",4.900000095,19.29,11.80000019,597,4.047
"ALMONDS,OIL RSTD,WO/SALT",4.550000191,17.68,10.5,607,4.208
ALMOND PASTE,36.25,47.81,4.800000191,458,2.629
"BEECHNUTS,DRIED",0.0,33.5,0.0,576,5.719
"BRAZILNUTS,DRIED,UNBLANCHED",2.329999924,12.27,7.5,656,15.137
"BUTTERNUTS,DRIED",0.0,12.05,4.699999809,612,1.306
"CASHEW NUTS,DRY RSTD,WO/SALT",5.010000229,32.69,3.0,574,9.157
"CASHEW NUTS,OIL RSTD,WO/SALT",5.010000229,29.87,3.299999952,580,8.478
"NUTS,CASHEW NUTS,RAW",5.909999847,30.19,3.299999952,553,7.783
"CASHEW BUTTER,PLN,WO/SALT",0.0,27.57,2.0,587,9.763
"CHESTNUTS,CHINESE,RAW",0.0,49.07,0.0,224,0.164
"CHESTNUTS,CHINESE,DRIED",0.0,79.76,0.0,363,0.266
"CHESTNUTS,CHINESE,BLD&STMD",0.0,33.64,0.0,153,0.112
"CHESTNUTS,CHINESE,ROASTED",0.0,52.36,0.0,239,0.175
"CHESTNUTS,EUROPEAN,RAW,UNPEELED",0.0,45.54,8.100000381,213,0.425
"CHESTNUTS,EUROPEAN,RAW,PEELED",0.0,44.17,0.0,196,0.235
"CHESTNUTS,EUROPEAN,DRIED,UNPEELED",0.0,77.31,11.69999981,374,0.837
"CHESTNUTS,EUROPEAN,DRIED,PEELED",0.0,78.43,0.0,369,0.736
"CHESTNUTS,EUROPEAN,BLD&STMD",0.0,27.76,0.0,131,0.26
"COCONUT MEAT,RAW",6.230000019,15.23,9.0,354,29.698
"COCONUT MEAT,DRIED (DESICCATED),NOT SWTND",7.349999905,23.65,16.29999924,660,57.218
"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED",36.75,51.85,9.899999619,456,26.396
"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND",0.0,40.91,4.5,443,28.101
"COCONUT MEAT,DRIED (DESICCATED),TSTD",0.0,44.4,0.0,592,41.678
"COCONUT CRM,RAW (LIQ EXPRESSED FROM GRATED MEAT)",0.0,6.65,2.200000048,330,30.753
"NUTS,COCNT CRM,CND,SWTND",51.5,53.21,0.200000003,357,15.472
"COCONUT MILK,RAW (LIQ EXPRESSED FROM GRATED MEAT&H2O)",3.339999914,5.54,2.200000048,230,21.14
"COCONUT MILK,CND (LIQ EXPRESSED FROM GRATED MEAT&H2O)",0.0,2.81,0.0,197,18.915
COCONUT H2O (LIQ FROM COCONUTS),2.609999895,3.71,1.100000024,19,0.176
HAZELNUTS OR FILBERTS,4.340000153,16.7,9.699999809,628,4.464
"HAZELNUTS OR FILBERTS,BLANCHED",3.49000001,17.0,11.0,629,4.669
"HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT",4.889999866,17.6,9.399999619,646,4.511
"GINKGO NUTS,RAW",0.0,37.6,0.0,182,0.319
"GINKGO NUTS,DRIED",0.0,72.45,0.0,348,0.381
"GINKGO NUTS,CANNED",0.0,22.1,9.300000191,111,0.309
"HICKORYNUTS,DRIED",0.0,18.25,6.400000095,657,7.038
"MACADAMIA NUTS,RAW",4.570000172,13.82,8.600000381,718,12.061
"MACADAMIA NUTS,DRY RSTD,WO/SALT",4.139999866,13.38,8.0,718,11.947
"MIXED NUTS,DRY RSTD,W/PNUTS,WO/SALT",0.0,25.35,9.0,594,6.899
"MIXED NUTS,OIL RSTD,W/PNUTS,WO/SALT",0.0,21.41,9.899999619,617,8.725
"MIXED NUTS,OIL RSTD,WO/PNUTS,WO/SALT",0.0,22.27,5.5,615,9.087
"FORMULATED,WHEAT-BASED,UNFLAVORED,W/SALT",0.0,23.68,5.199999809,622,8.701
PECANS,3.970000029,13.86,9.600000381,691,6.18
"PECANS,DRY RSTD,WO/SALT",4.059999943,13.55,9.399999619,710,6.283
"PECANS,OIL RSTD,WO/SALT",3.970000029,13.01,9.5,715,7.238
"PILINUTS-CANARYTREE,DRIED",0.0,3.98,0.0,719,31.184
"NUTS,PINE NUTS,DRIED",3.589999914,13.08,3.700000048,673,4.899
"PINE NUTS,PINYON,DRIED",0.0,19.3,10.69999981,629,9.377
"PISTACHIO NUTS,RAW",7.639999866,27.97,10.30000019,557,5.44
"PISTACHIO NUTS,DRY RSTD,WO/SALT",7.809999943,27.65,10.30000019,571,5.555
"WALNUTS,BLACK,DRIED",1.100000024,9.91,6.800000191,618,3.368
"WALNUTS,ENGLISH",2.609999895,13.71,6.699999809,654,6.126
"BREADFRUIT SEEDS,ROASTED",0.0,40.1,6.0,207,0.729
"COTTONSEED KRNLS,RSTD (GLANDLESS)",0.0,21.9,5.5,506,9.699
"PUMPKIN&SQUASH SEEDS,WHL,RSTD,WO/SALT",0.0,53.75,0.0,446,3.67
"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)",0.49000001,21.19,9.300000191,595,7.529
"CHESTNUTS,EUROPEAN,RSTD",10.60000038,52.96,5.099999905,245,0.414
"SESAME BUTTER,PASTE",0.0,24.05,5.5,586,7.124
"SESAME FLOUR,HIGH-FAT",0.0,26.62,0.0,526,5.196
"SESAME BUTTER,TAHINI,FROM UNROASTED KRNLS",0.0,17.89,9.300000191,607,7.904
"WATERMELON SD KRNLS,DRIED",0.0,15.31,0.0,557,9.779
"CHESTNUTS,JAPANESE,DRIED",0.0,81.43,0.0,360,0.183
"COCONUT MILK,FRZ (LIQ EXPRESSED FROM GRATED MEAT&H2O)",0.0,5.58,0.0,202,18.445
"COCONUT MEAT,DRIED (DESICCATED),CRMD",0.0,21.52,0.0,684,61.257
"COCONUT MEAT,DRIED (DESICCATED),SWTND,SHREDDED",43.16999817,47.67,4.5,501,31.468
"SISYMBRIUM SP. SEEDS,WHL,DRIED",0.0,58.26,0.0,318,0.902
"ALMOND BUTTER,PLN,WO/SALT",0.0,21.22,3.700000048,633,5.602
"SESAME BUTTER,TAHINI,FROM RAW&STONE GROUND KRNLS",0.0,26.19,9.300000191,570,6.722
"FORMULATED,WHEAT-BASED,FLAV,MACADAMIA FLAV,WO/SALT",0.0,27.91,5.199999809,619,8.482
"FORMULATED,WHEAT-BASED,ALL FLAVORS XCPT MACADAMIA,WO/SALT",0.0,20.79,5.199999809,647,9.37
"SESAME SD KRNLS,DRIED (DECORT)",0.479999989,11.73,11.60000038,631,9.055
"CHESTNUTS,JAPANESE,RAW",0.0,34.91,0.0,154,0.078
"CHESTNUTS,JAPANESE,BLD&STMD",0.0,12.64,0.0,56,0.028
"CHESTNUTS,JAPANESE,RSTD",0.0,45.13,0.0,201,0.118
"LOTUS SEEDS,RAW",0.0,17.28,0.0,89,0.088
"ALMONDS,HONEY RSTD,UNBLANCHED",0.0,27.9,13.69999981,594,4.73
"SEEDS,FLAXSEED",1.549999952,28.88,27.29999924,534,3.663
"PUMPKIN&SQUASH SD KRNLS,RSTD,W/SALT",2.299999952,13.43,3.900000095,522,7.97
"SESAME SD KRNLS,TSTD,W/SALT (DECORT)",0.479999989,26.04,16.89999962,567,6.722
"SUNFLOWER SD KRNLS,DRY RSTD,W/SALT",2.730000019,24.07,9.0,582,5.219
"SUNFLOWER SD KRNLS,OIL RSTD,W/SALT",3.109999895,22.89,10.60000038,592,7.068
"SUNFLOWER SD KRNLS,TSTD,W/SALT",0.0,20.59,11.5,619,5.953
"SUNFLOWER SD BUTTER,W/SALT",0.0,27.42,0.0,579,5.002
"ALMONDS,DRY RSTD,W/SALT",4.900000095,19.29,11.80000019,597,4.047
"ALMONDS,OIL RSTD,W/SALT",4.550000191,17.68,10.5,607,4.208
"CASHEW NUTS,DRY RSTD,W/SALT",5.010000229,32.69,3.0,574,9.157
"CASHEW NUTS,OIL RSTD,W/SALT",5.010000229,30.16,3.299999952,581,8.478
"CASHEW BUTTER,PLN,W/SALT",5.010000229,27.57,2.0,587,9.763
"MACADAMIA NUTS,DRY RSTD,W/SALT",4.139999866,12.83,8.0,716,11.947
"MIXED NUTS,DRY RSTD,W/PNUTS,W/SALT",4.639999866,25.35,9.0,594,6.899
"NUTS,MXD NUTS,W/ PNUTS,OIL RSTD,W/ SALT ADDED",4.28000021,21.41,9.0,617,8.725
"MIXED NUTS,WO/PNUTS,OIL RSTD,W/SALT",4.380000114,22.27,5.5,615,9.087
"PECANS,DRY RSTD,W/SALT",4.059999943,13.55,9.399999619,710,6.283
"PECANS,OIL RSTD,W/SALT",3.970000029,13.01,9.5,715,7.238
"PISTACHIO NUTS,DRY RSTD,W/SALT",7.809999943,26.78,10.30000019,568,5.555
"PUMPKIN&SQUASH SEEDS,WHL,RSTD,W/SALT",0.0,53.75,0.0,446,3.67
"ALMOND BUTTER,PLN,W/SALT",4.900000095,21.22,3.700000048,633,5.602
"SESAME BUTTER,TAHINI,KRNLS UNSPEC",0.0,21.5,4.699999809,592,7.423
"BEEF,GRASS-FED,STRIP STEAKS,LN,RAW",0.0,0.0,0.0,117,1.032
"BEEF,CARCASS,LN&FAT,CHOIC,RAW",0.0,0.0,0.0,291,9.75
"BEEF,CARCASS,LN&FAT,SEL,RAW",0.0,0.0,0.0,278,9.16
"BEEF,RTL CUTS,FAT,RAW",0.0,0.0,0.0,674,29.45
"BEEF,RTL CUTS,FAT,CKD",0.0,0.0,0.0,680,28.5
"BEEF,BRISKET,WHL,LN,ALL GRDS,RAW",0.0,0.0,0.0,155,2.59
"BEEF,GRASS-FED,GROUND,RAW",0.0,0.0,0.0,192,5.335
"BEEF,BRISKET,FLAT HALF,LN & FAT,1/8"" FAT,SEL,CKD,BRSD",0.0,0.0,0.0,280,6.888
"BEEF,FLANK,LN&FAT,0""FAT,CHOIC,RAW",0.0,0.0,0.0,165,3.443
"BEEF,FLANK,LN&FAT,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,202,3.84
"BEEF,FLANK,LN,0"" FAT,CHOIC,RAW",0.0,0.0,0.0,149,2.612
"BEEF,FLANK,LN,0"" FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,237,5.54
"BEEF,FLANK,LN,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,194,3.452
"BEEF,RIB,EYE,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,RAW",0.0,0.0,0.0,274,9.0
"BF,RIB,EYE,SML END (RIB 10-12),LN & FT,0"" FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,265,6.506
"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,RAW",0.0,0.0,0.0,161,3.23
"BEEF,RIB,EYE,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,205,3.43
"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,RAW",0.0,0.0,0.0,388,15.76
"BEEF,RIB,SHORTRIBS,LN&FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,471,17.8
"BEEF,RIB,SHORTRIBS,LN ONLY,CHOIC,RAW",0.0,0.0,0.0,173,4.33
"BEEF,RIB,SHORTRIBS,LN,CHOIC,CKD,BRSD",0.0,0.0,0.0,295,7.74
"BEEF,BRISKET,FLAT HALF,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,221,3.638
"USDA CMDTY,BF,CND",0.0,0.0,0.0,246,8.59
"BEEF,GROUND,PATTIES,FRZ,CKD,BRLD",0.0,0.0,0.0,295,8.805
"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",0.0,1.05,0.0,143,2.3
"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED",0.0,0.0,0.0,196,3.74
"BEEF,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,SIMMRD",0.0,1.48,0.0,151,2.394
"BEEF,VAR MEATS&BY-PRODUCTS,HEART,RAW",0.0,0.14,0.0,112,1.383
"BEEF,VAR MEATS&BY-PRODUCTS,HEART,CKD,SIMMRD",0.0,0.15,0.0,165,1.404
"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",0.0,0.29,0.0,103,0.868
"BEEF,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,SIMMRD",0.0,0.0,0.0,158,1.066
"BEEF,VAR MEATS&BY-PRODUCTS,LIVER,RAW",0.0,3.89,0.0,135,1.233
"BEEF,VAR MEATS & BY-PRODUCTS,LIVER,CKD,BRSD",0.0,5.13,0.0,191,1.696
"BEEF, VAR MEATS&BY-PRODUCTS, LIVER, CKD, PAN-FRIED",0.0,5.16,0.0,175,1.493
"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,RAW",0.0,0.0,0.0,92,0.86
"BEEF,VAR MEATS&BY-PRODUCTS,LUNGS,CKD,BRSD",0.0,0.0,0.0,120,1.27
"BEEF,VAR MEATS&BY-PRODUCTS,MECHANICALLY SEPARATED BF,RAW",0.0,0.0,0.0,276,11.78
"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",0.0,0.0,0.0,235,6.41
"BEEF,VAR MEATS&BY-PRODUCTS,PANCREAS,CKD,BRSD",0.0,0.0,0.0,271,5.9
"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",0.0,0.0,0.0,105,1.0
"BEEF,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",0.0,0.0,0.0,145,1.39
"BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW",0.0,0.0,0.0,854,52.3
"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,RAW",0.0,0.0,0.0,236,7.01
"BEEF,VAR MEATS&BY-PRODUCTS,THYMUS,CKD,BRSD",0.0,0.0,0.0,319,8.61
"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,RAW",0.0,3.68,0.0,224,7.0
"BEEF,VAR MEATS&BY-PRODUCTS,TONGUE,CKD,SIMMRD",0.0,0.0,0.0,284,8.125
"BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW",0.0,0.0,0.0,85,1.291
"BEEF,SNDWCH STEAKS,FLAKED,CHOPD,FORMED & THINLY SLICED,RAW",0.0,0.0,0.0,309,11.538
"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,212,3.053
"BEEF,CURED,BRKFST STRIPS,RAW OR UNHTD",0.0,0.7,0.0,406,15.95
"BEEF,CURED,BRKFST STRIPS,CKD",0.0,1.4,0.0,449,14.35
"BEEF,CURED,CORNED BF,BRISKET,RAW",0.0,0.14,0.0,198,4.73
"BEEF,CURED,CORNED BF,BRISKET,CKD",0.0,0.47,0.0,251,6.34
"BEEF,CURED,CORNED BF,CND",0.0,0.0,0.0,250,6.18
"BEEF,CURED,DRIED",2.700000048,2.76,0.0,153,0.95
"BEEF,CURED,LUNCHEON MEAT,JELLIED",0.0,0.0,0.0,111,1.41
"BEEF,CURED,PASTRAMI",0.100000001,0.0,0.0,146,2.681
"BEEF,CURED,SAUSAGE,CKD,SMOKED",0.0,2.42,0.0,312,11.44
"BEEF,CURED,SMOKED,CHOPD BF",0.0,1.86,0.0,133,1.81
"BEEF,CURED,THIN-SLICED BF",0.0,5.71,0.0,176,1.65
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,ALL GRDS,CKD",0.0,0.0,0.0,273,6.85
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,CHOIC,CKD",0.0,0.0,0.0,283,7.31
"BEEF,COMP OF RTL CUTS,LN&FAT,0""FAT,SEL,CKD",0.0,0.0,0.0,261,6.27
"BEEF,COMP OF RTL CUTS,LN,0"" FAT,ALL GRDS,CKD",0.0,0.0,0.0,211,3.54
"BEEF,COMP OF RTL CUTS,LN,0""FAT,CHOIC,CKD",0.0,0.0,0.0,219,3.87
"BEEF,COMP OF RTL CUTS,LN,0""FAT,SEL,CKD",0.0,0.0,0.0,201,3.09
"BEEF,BRISKET,WHL,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,291,7.53
"BEEF,BRISKET,WHL,LN,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,218,3.63
"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,213,3.152
"BEEF,BRISKET,FLAT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,205,2.647
"BEEF,BRISKET,POINT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,358,11.24
"BEEF,BRISKET,POINT HALF,LN,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,244,5.18
"BEEF,CHUCK,ARM POT RST,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,297,7.548
"BEEF,CHUCK,ARM POT RST,LN & FAT,0"" FAT,SEL,CKD,BRSD",0.0,0.0,0.0,283,6.911
"BEEF,CHUCK,ARM POT RST,LN,0""FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,212,2.903
"BEEF,CHUCK,ARM POT RST,LN,0""FAT,SEL,CKD,BRSD",0.0,0.0,0.0,195,2.194
"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,348,10.26
"BEEF,CHUCK,BLADE RST,LN&FAT,0""FAT,SEL,CKD,BRSD",0.0,0.0,0.0,313,8.61
"BEEF,CHUCK,BLADE RST,LN,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,253,5.16
"BEEF,CHUCK,BLADE RST,LN,0""FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,265,5.7
"BEEF,CHUCK,BLADE RST,LN,0""FAT,SEL,CKD,BRSD",0.0,0.0,0.0,238,4.54
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,CHOIC,CKD,RSTD",0.0,0.0,0.0,372,12.29
"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,0""FAT,SEL,CKD,RSTD",0.0,0.0,0.0,331,10.3
"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,ALL GRDS,CKD,RSTD",0.0,0.0,0.0,238,5.35
"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,CHOIC,CKD,RSTD",0.0,0.0,0.0,253,5.99
"BEEF,RIB,LRG END (RIBS 6-9),LN,0""FAT,SEL,CKD,RSTD",0.0,0.0,0.0,220,4.55
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,249,5.72
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,312,9.24
"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,0""FAT,SEL,CKD,BRLD",0.0,0.0,0.0,285,8.01
"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,193,2.868
"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,225,4.73
"BEEF,RIB,SML END (RIBS 10-12),LN,0""FAT,SEL,CKD,BRLD",0.0,0.0,0.0,198,3.51
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,223,3.184
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",0.0,0.0,0.0,187,2.773
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,230,3.593
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,CHOIC,CKD,RSTD",0.0,0.0,0.0,199,3.366
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,SEL,CKD,BRSD",0.0,0.0,0.0,217,2.775
"BEEF,RND,BTTM RND,LN&FAT,0""FAT,SEL,CKD,RSTD",0.0,0.0,0.0,175,2.179
"BEEF,RND,BTTM RND,LN,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,214,2.675
"BEEF,RND,BTTM RND,LN,0""FAT,ALL GRDS,CKD,RSTD",0.0,0.0,0.0,177,2.26
"BEEF,RND,BTTM RND,LN,0""FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,223,3.152
"BEEF,RND,BTTM RND,LN,0""FAT,CHOIC,CKD,RSTD",0.0,0.0,0.0,185,2.661
"BEEF,RND,BTTM RND,LN,0""FAT,SEL,CKD,BRSD",0.0,0.0,0.0,206,2.198
"BEEF,RND,BTTM RND RST,LN,0"" FAT,SEL,CKD,RSTD",0.0,0.0,0.0,169,1.86
"BEEF,RND,EYE OF RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",0.0,0.0,0.0,168,1.724
"BEEF,RND,EYE OF RND,LN&FAT,0""FAT,CHOIC,CKD,RSTD",0.0,0.0,0.0,166,1.75
"BEEF,RND,EYE OF RND,LN&FAT,0""FAT,SEL,CKD,RSTD",0.0,0.0,0.0,169,1.697
"BEEF,RND,EYE OF RND,LN,0""FAT,ALL GRDS,CKD,RSTD",0.0,0.0,0.0,162,1.426
"BEEF,RND,EYE OF RND,LN,0""FAT,CHOIC,CKD,RSTD",0.0,0.0,0.0,162,1.502
"BEEF,RND,EYE OF RND,LN,0""FAT,SEL,CKD,RSTD",0.0,0.0,0.0,163,1.349
"BEEF,RND,TIP RND,LN&FAT,0""FAT,ALL GRDS,CKD,RSTD",0.0,0.0,0.0,188,3.007
"BEEF,RND,TIP RND,LN&FAT,0""FAT,CHOIC,CKD,RSTD",0.0,0.0,0.0,196,3.257
"BEEF,RND,TIP RND,LN&FAT,0""FAT,SEL,CKD,RSTD",0.0,0.0,0.0,181,2.756
"BEEF,RND,TIP RND,LN,0"" FAT,ALL GRDS,CKD,RSTD",0.0,0.0,0.0,174,2.209
"BEEF,RND,TIP RND,LN,0""FAT,CHOIC,CKD,RSTD",0.0,0.0,0.0,176,2.288
"BEEF,RND,TIP RND,LN,0"" FAT,SEL,CKD,RSTD",0.0,0.0,0.0,149,1.563
"BEEF,RND,TOP RND,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,209,2.25
"BEEF,RND,TOP RND,LN&FAT,0""FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,216,2.52
"BEEF,RND,TOP RND,LN&FAT,0""FAT,SEL,CKD,BRSD",0.0,0.0,0.0,200,1.92
"BEEF,RND,TOP RND,LN,0""FAT,ALL GRDS,CKD,BRSD",0.0,0.0,0.0,199,1.72
"BEEF,RND,TOP RND,LN,0""FAT,CHOIC,CKD,BRSD",0.0,0.0,0.0,207,1.99
"BEEF,RND,TOP RND,LN,0""FAT,SEL,CKD,BRSD",0.0,0.0,0.0,190,1.37
"BEEF,TENDERLOIN,LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,218,4.315
"BEEF,TENDERLOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,231,4.813
"BEEF,TENDERLOIN,LN&FAT,0""FAT,SEL,CKD,BRLD",0.0,0.0,0.0,205,3.816
"BEEF,TENDERLOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,193,2.993
"BEEF,TENDERLOIN,LN,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,206,3.48
"BEEF,TENDERLOIN,LN,0""FAT,SEL,CKD,BRLD",0.0,0.0,0.0,179,2.506
"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,193,2.981
"BEEF,SHRT LOIN,TOP LOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,205,3.58
"BEEF,SHRT LOIN,TOP LOIN,LN & FAT,0"" FAT,SEL,CKD,BRLD",0.0,0.0,0.0,180,2.382
"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,182,2.425
"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,192,2.906
"BEEF,SHRT LOIN,TOP LOIN,LN,0""FAT,SEL,CKD,BRLD",0.0,0.0,0.0,172,1.945
"BEEF,TOP SIRLOIN,LN&FAT,0""FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,212,3.754
"BEEF,TOP SIRLOIN,LN&FAT,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,219,4.09
"BEEF,TOP SIRLOIN,LN&FAT,0""FAT,SEL,CKD,BRLD",0.0,0.0,0.0,206,3.417
"BEEF,TOP SIRLOIN,LN,0""FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,183,2.205
"BEEF,TOP SIRLOIN,LN,0""FAT,CHOIC,CKD,BRLD",0.0,0.0,0.0,188,2.495
"BEEF,TOP SIRLOIN,LN,0""FAT,SEL,CKD,BRLD",0.0,0.0,0.0,177,1.915
"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,276,7.271
"BEEF,LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",0.0,0.0,0.0,283,7.43
"BEEF,SHRT LOIN,PRTRHS STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",0.0,0.0,0.0,267,7.04
"BEEF,SHRT LOIN,PRTRHS STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,212,3.912
"BEEF,SHRT LOIN,PRTRHS STEAK,LN, 0"" FAT,USDA CHOIC,CKD,BRLD",0.0,0.0,0.0,224,4.345
"BEEF,SHRT LOIN,PRTRHS STEAK,LN ONLY,0"" FAT,USDA SEL,CKD,BRLD",0.0,0.0,0.0,194,3.28
"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,247,6.074
"BEEF,LOIN,T-BONE STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",0.0,0.0,0.0,258,6.449
"BEEF,SHRT LOIN,T-BONE STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",0.0,0.0,0.0,230,5.527
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,ALL GRDS,CKD,BRLD",0.0,0.0,0.0,189,3.087
"BEEF,SHRT LOIN,T-BONE STEAK,LN,0"" FAT,USDA CHOIC,CKD,BRLD",0.0,0.0,0.0,198,3.27
"BEEF,SHRT LOIN,T-BONE STEAK,LN, 0"" FAT,USDA SEL,CKD,BRLD",0.0,0.0,0.0,177,2.82
"BEEF,BRISKET,FLAT HALF,LN,0"" FAT,SEL,CKD,BRSD",0.0,0.0,0.0,198,2.241
